"cidade","bairro","titulo","categoria","data","dia_semana"
"salvador","Dep. Lu<U+00ED>s Eduardo Magalh<U+00E3>es (SSA)","ABSURDO NO AEROPORTO","Furto",2014-06-19,"Thurs"
"salvador","Caminho das <U+00C1>rvores","assalto no sem<U+00E1>foro","Assalto <U+00E0> m<U+00E3>o armada",2014-06-19,"Thurs"
"salvador","Pituba","Fui assaltada voltando para casa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-19,"Thurs"
"salvador","Jardim Cajazeiras","Assaltaram v<U+00E1>rias pessoas este dia, levaram apenas celular","Assalto <U+00E0> m<U+00E3>o armada",2014-06-18,"Wed"
"salvador","Imbu<U+00ED>","O <U+00F4>nibus foi assaltado por tr<U+00EA>s homens armados com  armas de fogo ","Assalto Coletivo",2014-06-18,"Wed"
"salvador","Pernambu<U+00E9>s","Assaltado por 2 rapazes a m<U+00E3>o armada, bastante agressivos!","Assalto <U+00E0> m<U+00E3>o armada",2014-06-18,"Wed"
"salvador","Rio Vermelho","Meu celular foi furtado na porta de casa","Furto",2014-06-17,"Tues"
"salvador","BA","LADROES NO VIADUTO DE <U+00C1>GUAS CLARAS","Assalto <U+00E0> m<U+00E3>o armada",2014-06-17,"Tues"
"salvador","Caminho das <U+00C1>rvores","ROUBARAM MEU CARRO E TODOS MEUS PERTENCES","Roubo de Ve<U+00ED>culo",2014-06-17,"Tues"
"salvador","Costa Azul","fui assaltado voltando do col<U+00E9>gio","Assalto Coletivo",2014-06-17,"Tues"
"salvador","Vila Laura","Enquanto eu descia para jogar futebol","Furto",2014-06-16,"Mon"
"salvador","Brotas","Dois malandros assaltaram as pessoas no <U+00F4>nibus Rodovi<U+00E1>ria Circular A. ","Assalto Coletivo",2014-06-16,"Mon"
"salvador","Costa Azul","ROUBO DE CARRO E DEMAIS PERTENCES","Assalto <U+00E0> m<U+00E3>o armada",2014-06-16,"Mon"
"salvador","Garcia","Assalto de manh<U+00E3> cedo","Furto",2014-06-15,"Sun"
"salvador","BA","assalto em frente de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-06-15,"Sun"
"salvador","Barroquinha","Fui assaltada no pelourinho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-13,"Fri"
"salvador","Pernambu<U+00E9>s","fui roubado na volta do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-13,"Fri"
"salvador",NA,"Mulher assaltada no coletivo que eu estava","Furto",2014-06-12,"Thurs"
"salvador","Granjas Rurais Presidente Vargas","Fui assaltado saindo do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-06-12,"Thurs"
"salvador","Rio Vermelho","Assaltada no ponto de <U+00F4>nibus","Furto",2014-06-12,"Thurs"
"salvador","Acupe de Brotas","Assaltado chegando em casa.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-12,"Thurs"
"salvador","Periperi","Fui roubado indo pra o ponto de onibus","Assalto <U+00E0> m<U+00E3>o armada",2014-06-11,"Wed"
"salvador",NA,"Fui assaltando no caminho para  o trabalho.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-11,"Wed"
"salvador","Caminho das <U+00C1>rvores","Fui assaltada voltando do trabalho","Assalto Coletivo",2014-06-11,"Wed"
"salvador","Caminho das <U+00C1>rvores","Fui furtada ao sair do shopping","Furto",2014-06-10,"Tues"
"salvador","Vila Can<U+00E1>ria","fui assaltado voltando da casa de um amigo","Assalto <U+00E0> m<U+00E3>o armada",2014-06-10,"Tues"
"salvador","Parque Bela Vista","Assaltado esperando o <U+00F4>nibus para faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-06-10,"Tues"
"salvador","Boca do Rio","fui assaltado saindo a academia","Furto",2014-06-09,"Mon"
"salvador",NA,"Furto pr<U+00F3>ximo a Casa do Com<U+00E9>rcio","Furto",2014-06-09,"Mon"
"salvador","Coutos","Fui assaltado indo para casa ","Roubo de Ve<U+00ED>culo",2014-06-09,"Mon"
"salvador","Periperi","Garagem Arrombada","Arrombamento Domiciliar",2014-06-08,"Sun"
"salvador","Plataforma","Fui assaltada enquanto esperava o <U+00F4>nibus.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-07,"Sat"
"salvador","S<U+00E3>o Goncalo","Assalto a <U+00D4>nibus","Assalto Coletivo",2014-06-07,"Sat"
"salvador","Centro Administrativo da Bahia","Ve<U+00ED>culo arrombado no CAB no jogo entre Cro<U+00E1>cia x Austr<U+00E1>lia","Arrombamento Veicular",2014-06-06,"Fri"
"salvador","Stiep","Meu pr<U+00E9>dio foi assaltado","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"salvador","Barris","Fui assaltada em frente ao restaurante que eu ia almo<U+00E7>ar.","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"salvador","Federa<U+00E7><U+00E3>o","assaltado enquanto esperava o <U+00F4>nibus para casa ao sair da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"salvador",NA,"No ponto de <U+00F4>nibus ","Assalto <U+00E0> m<U+00E3>o armada",2014-06-06,"Fri"
"sao-paulo","Ipiranga","Fui assaltado voltando do curso mais jogaram meu celular no ch<U+00E3>o.","Assalto <U+00E0> m<U+00E3>o armada",2014-09-03,"Wed"
"sao-paulo","Jardim das Bandeiras","Assalto no escad<U+00E3>o da Vila Madalena","Assalto <U+00E0> m<U+00E3>o armada",2014-09-03,"Wed"
"sao-paulo","Mirand<U+00F3>polis","Fui furtado dentro de banco santander","Furto",2014-09-03,"Wed"
"sao-paulo","Jardim Umuarama","Fui roubado por um ciclista","Assalto <U+00E0> m<U+00E3>o armada",2014-09-03,"Wed"
"sao-paulo","Casa Verde","Tentativa de Assalto","Assalto <U+00E0> m<U+00E3>o armada",2014-09-03,"Wed"
"sao-paulo","Pinheiros","Furto de Celular Ponto Onibus","Furto",2014-09-02,"Tues"
"sao-paulo","Vila Fazzeoni","Fui assaltada ao sair de casa para o trabalho ","Assalto <U+00E0> m<U+00E3>o armada",2014-09-02,"Tues"
"sao-paulo","Itaberaba","Furto de Bicicleta na frente da Pastelaria","Furto",2014-09-02,"Tues"
"sao-paulo","Vila Bertioga","Furtaram meu ve<U+00ED>culo ","Furto",2014-09-02,"Tues"
"sao-paulo",NA,"Fui furtada dentro do metr<U+00F4> rep<U+00FA>blica","Furto",2014-09-02,"Tues"
"sao-paulo","Parque Regina","Fui assaltado quando voltava da casa da minha namorada ","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"sao-paulo","Bela Vista","roubo de celular e carteira ","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"sao-paulo","Vila Jacui","Roubo premeditado","Roubo de Ve<U+00ED>culo",2014-09-01,"Mon"
"sao-paulo","Vila Indiana","Fui assaltada por dois caras de moto","Assalto Coletivo",2014-09-01,"Mon"
"sao-paulo","Jardim Monte Azul","Indo a esta<U+00E7><U+00E3>o de Metro","Assalto <U+00E0> m<U+00E3>o armada",2014-09-01,"Mon"
"sao-paulo","Vila Mariana","Furtaram o ve<U+00ED>culo estacionado","Roubo de Ve<U+00ED>culo",2014-08-31,"Sun"
"sao-paulo","Pinheiros","Fui assaltado saindo do Credicard hall","Assalto <U+00E0> m<U+00E3>o armada",2014-08-31,"Sun"
"sao-paulo",NA,"Meu ve<U+00ED>culo foi furtado nesta rua.","Furto",2014-08-31,"Sun"
"sao-paulo","Jardim Pedro Jos<U+00E9> Nunes","Minha vizinha foi assaltada enquanto caminhava.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"sao-paulo","Universidade de S<U+00E3>o Paulo","Fui assaltado voltando da F<U+00ED>sica","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"sao-paulo","Vila Azevedo","Assalto no Ponto de <U+00D4>nibus","Assalto Coletivo",2014-08-30,"Sat"
"sao-paulo","Cidade Centenario","Fui roubado quando colocava o carro na garagem","Roubo de Ve<U+00ED>culo",2014-08-30,"Sat"
"sao-paulo","Parque da Mooca","Fui furtado dentro do clube Juventus, enquanto jogava bola no Society.","Furto",2014-08-30,"Sat"
"sao-paulo","Vila Mazzei","Fui assaltada enquanto andava pela rua ","Furto",2014-08-30,"Sat"
"sao-paulo","Vila do Castelo","Ve<U+00ED>culo roubado a m<U+00E3>o armada.","Roubo de Ve<U+00ED>culo",2014-08-30,"Sat"
"sao-paulo","Universidade de S<U+00E3>o Paulo","Fui assaltado no ponto de onibus, voltando de uma festa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"sao-paulo","Liberdade","Assalto voltando do trabalho","Assalto Coletivo",2014-08-30,"Sat"
"sao-paulo","Universidade de S<U+00E3>o Paulo","Fui assaltado no estacionamento durante uma festa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"sao-paulo","Piraporinha","Fui assaltada por dois homens em uma moto com caixa de pizza","Assalto <U+00E0> m<U+00E3>o armada",2014-08-30,"Sat"
"sao-paulo","Consola<U+00E7><U+00E3>o","Assaltada na entrada da esta<U+00E7><U+00E3>o Consola<U+00E7><U+00E3>o Metr<U+00F4>","Furto",2014-08-29,"Fri"
"sao-paulo","Itaquera","Assaltado entrando em casa","Roubo de Ve<U+00ED>culo",2014-08-29,"Fri"
"sao-paulo","Parque Maria Domitila","Tentaram abrir meu carro para roubar um estepe","Arrombamento Veicular",2014-08-29,"Fri"
"sao-paulo","Parque S<U+00E3>o Lu<U+00ED>s","assustada","Assalto <U+00E0> m<U+00E3>o armada",2014-08-29,"Fri"
"sao-paulo","Parque Novo Mundo","fui assaltada dentro do carro","Furto",2014-08-29,"Fri"
"sao-paulo","Jardim Vivan","Fui roubada indo para o curso de manh<U+00E3>","Furto",2014-08-29,"Fri"
"sao-paulo","Jardim S<U+00E3>o Gabriel","indo trabalhar","Assalto <U+00E0> m<U+00E3>o armada",2014-08-29,"Fri"
"sao-paulo","Vila Gomes Cardim","Fui Roubado ao entrar em meu carro","Assalto <U+00E0> m<U+00E3>o armada",2014-08-29,"Fri"
"sao-paulo","Cidade Dutra","Fui assaltada no ponto de <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-29,"Fri"
"sao-paulo","Consola<U+00E7><U+00E3>o","Gangue da Bicicleta","Furto",2014-08-29,"Fri"
"sao-paulo","Vila Nair","Fui assaltado estacionando o carro.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-29,"Fri"
"sao-paulo","Jardim Viana","Fui assaltado voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"sao-paulo","Graja<U+00FA>","Assaltada voltando da escola","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"sao-paulo","SP","Fui assaltado na ida ao trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"sao-paulo","Jardim Monte Kemel","Fui assaltada voltando para casa de manh<U+00E3>","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"sao-paulo","Vila Dom Pedro II","Arrombamento domiciliar","Arrombamento Domiciliar",2014-08-28,"Thurs"
"sao-paulo","Vila Mariana","Assaltado, a caminho de uma festa, por dois.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-28,"Thurs"
"sao-paulo","Vila Andrade","Estouraram o vidro da janela do passageiro, consegui  fugir sem preju","Arrombamento Veicular",2014-08-28,"Thurs"
"sao-paulo","Vila do Encontro","Fui assaltada voltando do trabalho, da casa de uma parente minha.","Furto",2014-08-27,"Wed"
"sao-paulo",NA,"rapaz passou de bicicleta na cal<U+00E7>ada e arrancou corrente de uma amiga","Furto",2014-08-27,"Wed"
"sao-paulo","Parque Artur Alvim","Assaltada voltando da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"sao-paulo","Bela Vista","roubo ","Assalto Coletivo",2014-08-27,"Wed"
"sao-paulo","SP","Fui assaltada indo para o trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"sao-paulo","Jardim Paulista","Fui assaltado voltando do trabalho","Furto",2014-08-27,"Wed"
"sao-paulo","Santo Amaro","Furtada no <U+00F4>nibus 516-N sentido P<U+00E7>a Dom Gast<U+00E3>o","Furto",2014-08-27,"Wed"
"sao-paulo","Br<U+00E1>s","Me assaltaram saindo da escola","Furto",2014-08-27,"Wed"
"sao-paulo","Penha de Franca","assaltaram meu direito de ir e vir...","Assalto Coletivo",2014-08-27,"Wed"
"sao-paulo","Butant<U+00E3>","Carro roubado!","Roubo de Ve<U+00ED>culo",2014-08-27,"Wed"
"sao-paulo","Vila Butanta","assaltado indo para a USP","Assalto Coletivo",2014-08-27,"Wed"
"sao-paulo","Vila Prudente","Fui assaltada voltando do trabalho.","Furto",2014-08-27,"Wed"
"sao-paulo","Jardim dos Manac<U+00E1>s","Assalto no ponto de <U+00F4>nibus ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"sao-paulo","Parque dos Pr<U+00ED>ncipes","Assaltado ap<U+00F3>s pegar o filho na escola","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"sao-paulo","Santo Amaro","Fui assaltada voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"sao-paulo","Vila Maria Baixa","Assalto a m<U+00E3>o armada, quando estacionava o carro","Roubo de Ve<U+00ED>culo",2014-08-27,"Wed"
"sao-paulo","Tucuruvi","Fui furtado dentro do <U+00F4>nibus Cemit<U+00E9>rio do Horto/Shop. Center Norte.","Furto",2014-08-27,"Wed"
"sao-paulo","Jardim Arpoador","Assalto por homens encostados em carro tocando funk","Assalto <U+00E0> m<U+00E3>o armada",2014-08-27,"Wed"
"sao-paulo","Vila Prudente","Levaram a roda do carro e o deixaram no ch<U+00E3>o sem roda!","Furto",2014-08-27,"Wed"
"sao-paulo","Vila dos Andrades","3 garotos tentaram roubar meu viol<U+00E3>o enquanto eu ia para o meu curso.","Assalto Coletivo",2014-08-26,"Tues"
"sao-paulo","Jardim Noronha","Fui assaltada indo buscar um telefone comprado.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-26,"Tues"
"sao-paulo","Indian<U+00F3>polis","Fui assaltado voltando do trabalho","Assalto Coletivo",2014-08-26,"Tues"
"sao-paulo","Itaquera","Fui assaltado no ponto de onibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-26,"Tues"
"sao-paulo","Santo Amaro","Assalto a m<U+00E3>o armada pr<U+00F3>xima a esta<U+00E7><U+00E3>o Sto Amaro","Assalto <U+00E0> m<U+00E3>o armada",2014-08-26,"Tues"
"sao-paulo","Jardim S<U+00E3>o Lu<U+00ED>s","Fui assaltada voltando da Faculdade.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-26,"Tues"
"sao-paulo","Bela Vista","Assaltada no engarrafamento","Arrombamento Veicular",2014-08-26,"Tues"
"sao-paulo","Bela Vista","Fui assaltado no ponto de <U+00F4>nibus, prox a faculdade FMU","Furto",2014-08-26,"Tues"
"sao-paulo","Butant<U+00E3>","Tentativa de Assalto 3 Caras de Bicicleta","Assalto Coletivo",2014-08-26,"Tues"
"sao-paulo","Vila Pomp<U+00E9>ia","Latroc<U+00ED>nio","Arrombamento Veicular",2014-08-26,"Tues"
"sao-paulo","Bela Vista","Famoso Perdeu Playboy","Furto",2014-08-26,"Tues"
"sao-paulo","Ipiranga","Fui assaltada","Assalto Coletivo",2014-08-26,"Tues"
"sao-paulo","Cambuci","Assalto parada no farol","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"sao-paulo","Moema","fui assaltado na saida do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"sao-paulo","Vila Alpina","Assalto na porta do bar","Furto",2014-08-25,"Mon"
"sao-paulo","Liberdade","Quase fui assaltada dentro do Mc Donalds da pra<U+00E7>a da Liberdade","Furto",2014-08-25,"Mon"
"sao-paulo","Moema","FUI ASSALTADO VOLTANDO DA ESCOLA","Furto",2014-08-25,"Mon"
"sao-paulo","Moema","FUI ASSALTADO VOLTANDO DA ESCOLA","Furto",2014-08-25,"Mon"
"sao-paulo","Bela Vista","Fui assaltada indo para a faculdade FGV","Furto",2014-08-25,"Mon"
"sao-paulo","Santo Amaro","Quebra de vidro no sem<U+00E1>foro.","Arrombamento Veicular",2014-08-25,"Mon"
"sao-paulo","Barra Funda","Fui assaltado voltando voltando do trabalho","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"sao-paulo","Pinheiros","Presenciei um roubo de uma Sprinter","Roubo de Ve<U+00ED>culo",2014-08-25,"Mon"
"sao-paulo","Parque Boa Esperan<U+00E7>a","Fui assaltado por um carro Cinza","Assalto Coletivo",2014-08-25,"Mon"
"sao-paulo","Jardim Maia","roubo de carga e varias pessoas diz que ocorre todos os dias.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"sao-paulo","Parais<U+00F3>polis","Tentativa de Assalto","Arrombamento Veicular",2014-08-25,"Mon"
"sao-paulo","Jardim Guanabara","Fui assaltada indo para o trabalho por dois marginais da moto perpetuo","Assalto <U+00E0> m<U+00E3>o armada",2014-08-25,"Mon"
"sao-paulo","Vila L<U+00FA>cia","Invadiram a casa da minha namorada e furtaram minha moto","Roubo de Ve<U+00ED>culo",2014-08-25,"Mon"
"sao-paulo","Vila Nancy","Assalto parada no sem<U+00E1>foro","Assalto <U+00E0> m<U+00E3>o armada",2014-08-24,"Sun"
"sao-paulo","Vila Leopoldina","Fui assaltada entrando no Carrefour Vila Lobos","Furto",2014-08-24,"Sun"
"sao-paulo","Consola<U+00E7><U+00E3>o","Prostituta furtou celular na rua augusta se jogando para cima de mim","Furto",2014-08-24,"Sun"
"sao-paulo","Vila Prudente","Meu ve<U+00ED>culo foi furtado em plena luz do dia!!!","Roubo de Ve<U+00ED>culo",2014-08-24,"Sun"
"sao-paulo","S<U+00E3>o Paulo","Arrombaram o meu carro","Arrombamento Veicular",2014-08-24,"Sun"
"sao-paulo","S<U+00E3>o Paulo","FUI ASSALTADO CHEGANDO DO TRABALHO","Assalto <U+00E0> m<U+00E3>o armada",2014-08-24,"Sun"
"sao-paulo",NA,"Voltando do Hospital. ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-24,"Sun"
"sao-paulo","S<U+00E3>o Paulo","FUI ASSALTADO VOLTANDO DO TRABALHO","Assalto <U+00E0> m<U+00E3>o armada",2014-08-24,"Sun"
"sao-paulo","Sa<U+00FA>de","Fui assaltado ao parar no farol","Assalto <U+00E0> m<U+00E3>o armada",2014-08-24,"Sun"
"sao-paulo","Jardim Leonor Mendes de Barros","Fui assaltada no caminho da igreja","Assalto <U+00E0> m<U+00E3>o armada",2014-08-24,"Sun"
"sao-paulo","Quarta Parada","Fui assaltada por um cara de Bike","Furto",2014-08-23,"Sat"
"sao-paulo","Lapa","fui assaltado indo para casa","Furto",2014-08-23,"Sat"
"sao-paulo","Ipiranga","Fui abordado e roubado por 6 indiv<U+00ED>duos armados","Assalto Coletivo",2014-08-23,"Sat"
"sao-paulo","<U+00C1>gua Branca","Tentativa de Assalto por Menores","Assalto Coletivo",2014-08-23,"Sat"
"sao-paulo","Jardim S<U+00E3>o Jorge","Fomos assaltadas aguardando o <U+00F4>nibus","Assalto <U+00E0> m<U+00E3>o armada",2014-08-23,"Sat"
"sao-paulo","Jardim Botucatu","Roubo de Estepe","Arrombamento Veicular",2014-08-23,"Sat"
"sao-paulo","Vila Andrade","Menor infrator assaltando a m<U+00E3>o armada","Assalto <U+00E0> m<U+00E3>o armada",2014-08-23,"Sat"
"sao-paulo","Vila Aricanduva","Roubo de moto ","Roubo de Ve<U+00ED>culo",2014-08-23,"Sat"
"sao-paulo","Santana","Roubo do Estepe - Entre 15h e 00h","Furto",2014-08-23,"Sat"
"sao-paulo","Jardim Monj<U+00F4>lo","Arrombamento de ve<U+00ED>culo e roubo de pertenses","Roubo de Ve<U+00ED>culo",2014-08-23,"Sat"
"sao-paulo","Pinheiros","Arrombaram o carro para mexer nas coisas do porta-malas","Arrombamento Veicular",2014-08-23,"Sat"
"sao-paulo","Universidade de S<U+00E3>o Paulo","Fomos assaltados dentro da Cidade Universit<U+00E1>ria - USP","Assalto Coletivo",2014-08-23,"Sat"
"sao-paulo","Vila Isa","Dentro de casa, na festa de anivers<U+00E1>rio dos meus filhos","Assalto <U+00E0> m<U+00E3>o armada",2014-08-23,"Sat"
"sao-paulo",NA,"roubo de objtos ","Furto",2014-08-23,"Sat"
"sao-paulo","SP","Assaltado voltando do trabalho em frente ao CDHU","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"sao-paulo","Jardim Sapopemba","Fui assaltada voltando para casa","Furto",2014-08-22,"Fri"
"sao-paulo","Santana","Furtaram o DVD de meu carro","Furto",2014-08-22,"Fri"
"sao-paulo","Universidade de S<U+00E3>o Paulo","Assaltado esperando o t<U+00E1>xi","Assalto Coletivo",2014-08-22,"Fri"
"sao-paulo","Balneario S<U+00E3>o Francisco","Fui assaltado voltando para casa!","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"sao-paulo","Jardim Bonifacio","Fui assaltado no retorno da Faculdade.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"sao-paulo","Vila Roque","Fui assaltado voltando da faculdade","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"sao-paulo","Fazenda Morumbi","Arrast<U+00E3>o no sem<U+00E1>foro","Assalto <U+00E0> m<U+00E3>o armada",2014-08-22,"Fri"
"sao-paulo","Ipiranga","Vitima de golpe pelo celular","Furto",2014-08-22,"Fri"
"sao-paulo","S<U+00E3>o Miguel Paulista","Roubaram meu veiculo a mao armada.","Roubo de Ve<U+00ED>culo",2014-08-22,"Fri"
"sao-paulo","Mooca","Furto dentro da Universidade S<U+00E3>o Judas Tadeu","Furto",2014-08-22,"Fri"
"sao-paulo","Consola<U+00E7><U+00E3>o","Fui assaltado parado dentro do meu veiculo","Furto",2014-08-22,"Fri"
"sao-paulo","Santana","furto","Furto",2014-08-21,"Thurs"
"sao-paulo","Tatuap<U+00E9>","carro estacionado","Roubo de Ve<U+00ED>culo",2014-08-21,"Thurs"
"sao-paulo","Parque Guarani","Fui assaltado no ponto de onibus.","Furto",2014-08-21,"Thurs"
"sao-paulo","Jardim Novo Santo Amaro","Fui assaltado no local de trabalho.","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"sao-paulo","Cap<U+00E3>o Redondo","4 Individuos em 2 motos (EQP 0976)","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"sao-paulo",NA,"fui assaltado enquanto caminhava","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"sao-paulo","Sumar<U+00E9>","Assaltado por 2 homens","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"sao-paulo","Lapa","Fui assaltado voltado do curso","Furto",2014-08-21,"Thurs"
"sao-paulo","Bela Vista","roubo de carro ","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"sao-paulo",NA,"Assaltado voltando pra casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"sao-paulo","Jardim Fraternidade","Assaltada na rua de casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
"sao-paulo","Jardim Fraternidade","Assaltada voltando pra casa","Assalto <U+00E0> m<U+00E3>o armada",2014-08-21,"Thurs"
